6058 lattice points in polytope (module generators)
0 Hilbert basis elements of recession monoid
11 vertices of polyhedron
0 extreme rays of recession cone
 13  3 14 12 33 1
 13  3 14 13 32 1
 13  3 14 14 31 1
 13  3 14 15 30 1
 13  3 14 16 29 1
 13  3 14 17 28 1
 13  3 14 18 27 1
 13  3 14 19 26 1
 13  3 14 20 25 1
 13  3 14 21 24 1
 13  3 14 22 23 1
 13  3 15  0 44 1
 13  3 15  1 43 1
 13  3 15  2 42 1
 13  3 15  3 41 1
 13  3 15  4 40 1
 13  3 15  5 39 1
 13  3 15  6 38 1
 13  3 15  7 37 1
 13  3 15  8 36 1
 13  3 15  9 35 1
 13  3 15 10 34 1
 13  3 15 11 33 1
 13  3 15 12 32 1
 13  3 15 13 31 1
 13  3 15 14 30 1
 13  3 15 15 29 1
 13  3 15 16 28 1
 13  3 15 17 27 1
 13  3 15 18 26 1
 13  3 15 19 25 1
 13  3 15 20 24 1
 13  3 15 21 23 1
 13  3 15 22 22 1
 13  3 16  0 43 1
 13  3 16  1 42 1
 13  3 16  2 41 1
 13  3 16  3 40 1
 13  3 16  4 39 1
 13  3 16  5 38 1
 13  3 16  6 37 1
 13  3 16  7 36 1
 13  3 16  8 35 1
 13  3 16  9 34 1
 13  3 16 10 33 1
 13  3 16 11 32 1
 13  3 16 12 31 1
 13  3 16 13 30 1
 13  3 16 14 29 1
 13  3 16 15 28 1
 13  3 16 16 27 1
 13  3 16 17 26 1
 13  3 16 18 25 1
 13  3 16 19 24 1
 13  3 16 20 23 1
 13  3 16 21 22 1
 13  3 17  0 42 1
 13  3 17  1 41 1
 13  3 17  2 40 1
 13  3 17  3 39 1
 13  3 17  4 38 1
 13  3 17  5 37 1
 13  3 17  6 36 1
 13  3 17  7 35 1
 13  3 17  8 34 1
 13  3 17  9 33 1
 13  3 17 10 32 1
 13  3 17 11 31 1
 13  3 17 12 30 1
 13  3 17 13 29 1
 13  3 17 14 28 1
 13  3 17 15 27 1
 13  3 17 16 26 1
 13  3 17 17 25 1
 13  3 17 18 24 1
 13  3 17 19 23 1
 13  3 17 20 22 1
 13  3 17 21 21 1
 13  3 18  0 41 1
 13  3 18  1 40 1
 13  3 18  2 39 1
 13  3 18  3 38 1
 13  3 18  4 37 1
 13  3 18  5 36 1
 13  3 18  6 35 1
 13  3 18  7 34 1
 13  3 18  8 33 1
 13  3 18  9 32 1
 13  3 18 10 31 1
 13  3 18 11 30 1
 13  3 18 12 29 1
 13  3 18 13 28 1
 13  3 18 14 27 1
 13  3 18 15 26 1
 13  3 18 16 25 1
 13  3 18 17 24 1
 13  3 18 18 23 1
 13  3 18 19 22 1
 13  3 18 20 21 1
 13  3 19  0 40 1
 13  3 19  1 39 1
 13  3 19  2 38 1
 13  3 19  3 37 1
 13  3 19  4 36 1
 13  3 19  5 35 1
 13  3 19  6 34 1
 13  3 19  7 33 1
 13  3 19  8 32 1
 13  3 19  9 31 1
 13  3 19 10 30 1
 13  3 19 11 29 1
 13  3 19 12 28 1
 13  3 19 13 27 1
 13  3 19 14 26 1
 13  3 19 15 25 1
 13  3 19 16 24 1
 13  3 19 17 23 1
 13  3 19 18 22 1
 13  3 19 19 21 1
 13  3 19 20 20 1
 13  3 20  0 39 1
 13  3 20  1 38 1
 13  3 20  2 37 1
 13  3 20  3 36 1
 13  3 20  4 35 1
 13  3 20  5 34 1
 13  3 20  6 33 1
 13  3 20  7 32 1
 13  3 20  8 31 1
 13  3 20  9 30 1
 13  3 20 10 29 1
 13  3 20 11 28 1
 13  3 20 12 27 1
 13  3 20 13 26 1
 13  3 20 14 25 1
 13  3 20 15 24 1
 13  3 20 16 23 1
 13  3 20 17 22 1
 13  3 20 18 21 1
 13  3 20 19 20 1
 13  3 21  0 38 1
 13  3 21  1 37 1
 13  3 21  2 36 1
 13  3 21  3 35 1
 13  3 21  4 34 1
 13  3 21  5 33 1
 13  3 21  6 32 1
 13  3 21  7 31 1
 13  3 21  8 30 1
 13  3 21  9 29 1
 13  3 21 10 28 1
 13  3 21 11 27 1
 13  3 21 12 26 1
 13  3 21 13 25 1
 13  3 21 14 24 1
 13  3 21 15 23 1
 13  3 21 16 22 1
 13  3 21 17 21 1
 13  3 22  0 37 1
 13  3 22  1 36 1
 13  3 22  2 35 1
 13  3 22  3 34 1
 13  3 22  4 33 1
 13  3 22  5 32 1
 13  3 22  6 31 1
 13  3 22  7 30 1
 13  3 22  8 29 1
 13  3 22  9 28 1
 13  3 22 10 27 1
 13  3 22 11 26 1
 13  3 22 12 25 1
 13  3 22 13 24 1
 13  3 22 14 23 1
 13  3 22 15 22 1
 13  3 23  0 36 1
 13  3 23  1 35 1
 13  3 23  2 34 1
 13  3 23  3 33 1
 13  3 23  4 32 1
 13  3 23  5 31 1
 13  3 23  6 30 1
 13  3 23  7 29 1
 13  3 23  8 28 1
 13  3 23  9 27 1
 13  3 23 10 26 1
 13  3 23 11 25 1
 13  3 23 12 24 1
 13  3 23 13 23 1
 13  3 24  0 35 1
 13  3 24  1 34 1
 13  3 24  2 33 1
 13  3 24  3 32 1
 13  3 24  4 31 1
 13  3 24  5 30 1
 13  3 24  6 29 1
 13  3 24  7 28 1
 13  3 24  8 27 1
 13  3 24  9 26 1
 13  3 24 10 25 1
 13  3 24 11 24 1
 13  3 25  0 34 1
 13  3 25  1 33 1
 13  3 25  2 32 1
 13  3 25  3 31 1
 13  3 25  4 30 1
 13  3 25  5 29 1
 13  3 25  6 28 1
 13  3 25  7 27 1
 13  3 25  8 26 1
 13  3 25  9 25 1
 13  3 26  0 33 1
 13  3 26  1 32 1
 13  3 26  2 31 1
 13  3 26  3 30 1
 13  3 26  4 29 1
 13  3 26  5 28 1
 13  3 26  6 27 1
 13  3 26  7 26 1
 13  3 27  0 32 1
 13  3 27  1 31 1
 13  3 27  2 30 1
 13  3 27  3 29 1
 13  3 27  4 28 1
 13  3 27  5 27 1
 13  3 28  0 31 1
 13  3 28  1 30 1
 13  3 28  2 29 1
 13  3 28  3 28 1
 13  4  9  4 45 1
 13  4  9  5 44 1
 13  4  9  6 43 1
 13  4  9  7 42 1
 13  4  9  8 41 1
 13  4  9  9 40 1
 13  4  9 10 39 1
 13  4  9 11 38 1
 13  4  9 12 37 1
 13  4  9 13 36 1
 13  4  9 14 35 1
 13  4  9 15 34 1
 13  4  9 16 33 1
 13  4  9 17 32 1
 13  4  9 18 31 1
 13  4  9 19 30 1
 13  4  9 20 29 1
 13  4  9 21 28 1
 13  4  9 22 27 1
 13  4  9 23 26 1
 13  4  9 24 25 1
 13  4 10  3 45 1
 13  4 10  4 44 1
 13  4 10  5 43 1
 13  4 10  6 42 1
 13  4 10  7 41 1
 13  4 10  8 40 1
 13  4 10  9 39 1
 13  4 10 10 38 1
 13  4 10 11 37 1
 13  4 10 12 36 1
 13  4 10 13 35 1
 13  4 10 14 34 1
 13  4 10 15 33 1
 13  4 10 16 32 1
 13  4 10 17 31 1
 13  4 10 18 30 1
 13  4 10 19 29 1
 13  4 10 20 28 1
 13  4 10 21 27 1
 13  4 10 22 26 1
 13  4 10 23 25 1
 13  4 10 24 24 1
 13  4 11  2 45 1
 13  4 11  3 44 1
 13  4 11  4 43 1
 13  4 11  5 42 1
 13  4 11  6 41 1
 13  4 11  7 40 1
 13  4 11  8 39 1
 13  4 11  9 38 1
 13  4 11 10 37 1
 13  4 11 11 36 1
 13  4 11 12 35 1
 13  4 11 13 34 1
 13  4 11 14 33 1
 13  4 11 15 32 1
 13  4 11 16 31 1
 13  4 11 17 30 1
 13  4 11 18 29 1
 13  4 11 19 28 1
 13  4 11 20 27 1
 13  4 11 21 26 1
 13  4 11 22 25 1
 13  4 11 23 24 1
 13  4 12  1 45 1
 13  4 12  2 44 1
 13  4 12  3 43 1
 13  4 12  4 42 1
 13  4 12  5 41 1
 13  4 12  6 40 1
 13  4 12  7 39 1
 13  4 12  8 38 1
 13  4 12  9 37 1
 13  4 12 10 36 1
 13  4 12 11 35 1
 13  4 12 12 34 1
 13  4 12 13 33 1
 13  4 12 14 32 1
 13  4 12 15 31 1
 13  4 12 16 30 1
 13  4 12 17 29 1
 13  4 12 18 28 1
 13  4 12 19 27 1
 13  4 12 20 26 1
 13  4 12 21 25 1
 13  4 12 22 24 1
 13  4 12 23 23 1
 13  4 13  0 45 1
 13  4 13  1 44 1
 13  4 13  2 43 1
 13  4 13  3 42 1
 13  4 13  4 41 1
 13  4 13  5 40 1
 13  4 13  6 39 1
 13  4 13  7 38 1
 13  4 13  8 37 1
 13  4 13  9 36 1
 13  4 13 10 35 1
 13  4 13 11 34 1
 13  4 13 12 33 1
 13  4 13 13 32 1
 13  4 13 14 31 1
 13  4 13 15 30 1
 13  4 13 16 29 1
 13  4 13 17 28 1
 13  4 13 18 27 1
 13  4 13 19 26 1
 13  4 13 20 25 1
 13  4 13 21 24 1
 13  4 13 22 23 1
 13  4 14  0 44 1
 13  4 14  1 43 1
 13  4 14  2 42 1
 13  4 14  3 41 1
 13  4 14  4 40 1
 13  4 14  5 39 1
 13  4 14  6 38 1
 13  4 14  7 37 1
 13  4 14  8 36 1
 13  4 14  9 35 1
 13  4 14 10 34 1
 13  4 14 11 33 1
 13  4 14 12 32 1
 13  4 14 13 31 1
 13  4 14 14 30 1
 13  4 14 15 29 1
 13  4 14 16 28 1
 13  4 14 17 27 1
 13  4 14 18 26 1
 13  4 14 19 25 1
 13  4 14 20 24 1
 13  4 14 21 23 1
 13  4 14 22 22 1
 13  4 15  0 43 1
 13  4 15  1 42 1
 13  4 15  2 41 1
 13  4 15  3 40 1
 13  4 15  4 39 1
 13  4 15  5 38 1
 13  4 15  6 37 1
 13  4 15  7 36 1
 13  4 15  8 35 1
 13  4 15  9 34 1
 13  4 15 10 33 1
 13  4 15 11 32 1
 13  4 15 12 31 1
 13  4 15 13 30 1
 13  4 15 14 29 1
 13  4 15 15 28 1
 13  4 15 16 27 1
 13  4 15 17 26 1
 13  4 15 18 25 1
 13  4 15 19 24 1
 13  4 15 20 23 1
 13  4 15 21 22 1
 13  4 16  0 42 1
 13  4 16  1 41 1
 13  4 16  2 40 1
 13  4 16  3 39 1
 13  4 16  4 38 1
 13  4 16  5 37 1
 13  4 16  6 36 1
 13  4 16  7 35 1
 13  4 16  8 34 1
 13  4 16  9 33 1
 13  4 16 10 32 1
 13  4 16 11 31 1
 13  4 16 12 30 1
 13  4 16 13 29 1
 13  4 16 14 28 1
 13  4 16 15 27 1
 13  4 16 16 26 1
 13  4 16 17 25 1
 13  4 16 18 24 1
 13  4 16 19 23 1
 13  4 16 20 22 1
 13  4 16 21 21 1
 13  4 17  0 41 1
 13  4 17  1 40 1
 13  4 17  2 39 1
 13  4 17  3 38 1
 13  4 17  4 37 1
 13  4 17  5 36 1
 13  4 17  6 35 1
 13  4 17  7 34 1
 13  4 17  8 33 1
 13  4 17  9 32 1
 13  4 17 10 31 1
 13  4 17 11 30 1
 13  4 17 12 29 1
 13  4 17 13 28 1
 13  4 17 14 27 1
 13  4 17 15 26 1
 13  4 17 16 25 1
 13  4 17 17 24 1
 13  4 17 18 23 1
 13  4 17 19 22 1
 13  4 17 20 21 1
 13  4 18  0 40 1
 13  4 18  1 39 1
 13  4 18  2 38 1
 13  4 18  3 37 1
 13  4 18  4 36 1
 13  4 18  5 35 1
 13  4 18  6 34 1
 13  4 18  7 33 1
 13  4 18  8 32 1
 13  4 18  9 31 1
 13  4 18 10 30 1
 13  4 18 11 29 1
 13  4 18 12 28 1
 13  4 18 13 27 1
 13  4 18 14 26 1
 13  4 18 15 25 1
 13  4 18 16 24 1
 13  4 18 17 23 1
 13  4 18 18 22 1
 13  4 18 19 21 1
 13  4 18 20 20 1
 13  4 19  0 39 1
 13  4 19  1 38 1
 13  4 19  2 37 1
 13  4 19  3 36 1
 13  4 19  4 35 1
 13  4 19  5 34 1
 13  4 19  6 33 1
 13  4 19  7 32 1
 13  4 19  8 31 1
 13  4 19  9 30 1
 13  4 19 10 29 1
 13  4 19 11 28 1
 13  4 19 12 27 1
 13  4 19 13 26 1
 13  4 19 14 25 1
 13  4 19 15 24 1
 13  4 19 16 23 1
 13  4 19 17 22 1
 13  4 19 18 21 1
 13  4 19 19 20 1
 13  4 20  0 38 1
 13  4 20  1 37 1
 13  4 20  2 36 1
 13  4 20  3 35 1
 13  4 20  4 34 1
 13  4 20  5 33 1
 13  4 20  6 32 1
 13  4 20  7 31 1
 13  4 20  8 30 1
 13  4 20  9 29 1
 13  4 20 10 28 1
 13  4 20 11 27 1
 13  4 20 12 26 1
 13  4 20 13 25 1
 13  4 20 14 24 1
 13  4 20 15 23 1
 13  4 20 16 22 1
 13  4 20 17 21 1
 13  4 20 18 20 1
 13  4 21  0 37 1
 13  4 21  1 36 1
 13  4 21  2 35 1
 13  4 21  3 34 1
 13  4 21  4 33 1
 13  4 21  5 32 1
 13  4 21  6 31 1
 13  4 21  7 30 1
 13  4 21  8 29 1
 13  4 21  9 28 1
 13  4 21 10 27 1
 13  4 21 11 26 1
 13  4 21 12 25 1
 13  4 21 13 24 1
 13  4 21 14 23 1
 13  4 21 15 22 1
 13  4 21 16 21 1
 13  4 22  0 36 1
 13  4 22  1 35 1
 13  4 22  2 34 1
 13  4 22  3 33 1
 13  4 22  4 32 1
 13  4 22  5 31 1
 13  4 22  6 30 1
 13  4 22  7 29 1
 13  4 22  8 28 1
 13  4 22  9 27 1
 13  4 22 10 26 1
 13  4 22 11 25 1
 13  4 22 12 24 1
 13  4 22 13 23 1
 13  4 22 14 22 1
 13  4 23  0 35 1
 13  4 23  1 34 1
 13  4 23  2 33 1
 13  4 23  3 32 1
 13  4 23  4 31 1
 13  4 23  5 30 1
 13  4 23  6 29 1
 13  4 23  7 28 1
 13  4 23  8 27 1
 13  4 23  9 26 1
 13  4 23 10 25 1
 13  4 23 11 24 1
 13  4 23 12 23 1
 13  4 24  0 34 1
 13  4 24  1 33 1
 13  4 24  2 32 1
 13  4 24  3 31 1
 13  4 24  4 30 1
 13  4 24  5 29 1
 13  4 24  6 28 1
 13  4 24  7 27 1
 13  4 24  8 26 1
 13  4 24  9 25 1
 13  4 24 10 24 1
 13  4 25  0 33 1
 13  4 25  1 32 1
 13  4 25  2 31 1
 13  4 25  3 30 1
 13  4 25  4 29 1
 13  4 25  5 28 1
 13  4 25  6 27 1
 13  4 25  7 26 1
 13  4 25  8 25 1
 13  4 26  0 32 1
 13  4 26  1 31 1
 13  4 26  2 30 1
 13  4 26  3 29 1
 13  4 26  4 28 1
 13  4 26  5 27 1
 13  4 26  6 26 1
 13  4 27  0 31 1
 13  4 27  1 30 1
 13  4 27  2 29 1
 13  4 27  3 28 1
 13  4 27  4 27 1
 13  5  8  5 44 1
 13  5  8  6 43 1
 13  5  8  7 42 1
 13  5  8  8 41 1
 13  5  8  9 40 1
 13  5  8 10 39 1
 13  5  8 11 38 1
 13  5  8 12 37 1
 13  5  8 13 36 1
 13  5  8 14 35 1
 13  5  8 15 34 1
 13  5  8 16 33 1
 13  5  8 17 32 1
 13  5  8 18 31 1
 13  5  8 19 30 1
 13  5  8 20 29 1
 13  5  8 21 28 1
 13  5  8 22 27 1
 13  5  8 23 26 1
 13  5  8 24 25 1
 13  5  9  4 44 1
 13  5  9  5 43 1
 13  5  9  6 42 1
 13  5  9  7 41 1
 13  5  9  8 40 1
 13  5  9  9 39 1
 13  5  9 10 38 1
 13  5  9 11 37 1
 13  5  9 12 36 1
 13  5  9 13 35 1
 13  5  9 14 34 1
 13  5  9 15 33 1
 13  5  9 16 32 1
 13  5  9 17 31 1
 13  5  9 18 30 1
 13  5  9 19 29 1
 13  5  9 20 28 1
 13  5  9 21 27 1
 13  5  9 22 26 1
 13  5  9 23 25 1
 13  5  9 24 24 1
 13  5 10  3 44 1
 13  5 10  4 43 1
 13  5 10  5 42 1
 13  5 10  6 41 1
 13  5 10  7 40 1
 13  5 10  8 39 1
 13  5 10  9 38 1
 13  5 10 10 37 1
 13  5 10 11 36 1
 13  5 10 12 35 1
 13  5 10 13 34 1
 13  5 10 14 33 1
 13  5 10 15 32 1
 13  5 10 16 31 1
 13  5 10 17 30 1
 13  5 10 18 29 1
 13  5 10 19 28 1
 13  5 10 20 27 1
 13  5 10 21 26 1
 13  5 10 22 25 1
 13  5 10 23 24 1
 13  5 11  2 44 1
 13  5 11  3 43 1
 13  5 11  4 42 1
 13  5 11  5 41 1
 13  5 11  6 40 1
 13  5 11  7 39 1
 13  5 11  8 38 1
 13  5 11  9 37 1
 13  5 11 10 36 1
 13  5 11 11 35 1
 13  5 11 12 34 1
 13  5 11 13 33 1
 13  5 11 14 32 1
 13  5 11 15 31 1
 13  5 11 16 30 1
 13  5 11 17 29 1
 13  5 11 18 28 1
 13  5 11 19 27 1
 13  5 11 20 26 1
 13  5 11 21 25 1
 13  5 11 22 24 1
 13  5 11 23 23 1
 13  5 12  1 44 1
 13  5 12  2 43 1
 13  5 12  3 42 1
 13  5 12  4 41 1
 13  5 12  5 40 1
 13  5 12  6 39 1
 13  5 12  7 38 1
 13  5 12  8 37 1
 13  5 12  9 36 1
 13  5 12 10 35 1
 13  5 12 11 34 1
 13  5 12 12 33 1
 13  5 12 13 32 1
 13  5 12 14 31 1
 13  5 12 15 30 1
 13  5 12 16 29 1
 13  5 12 17 28 1
 13  5 12 18 27 1
 13  5 12 19 26 1
 13  5 12 20 25 1
 13  5 12 21 24 1
 13  5 12 22 23 1
 13  5 13  0 44 1
 13  5 13  1 43 1
 13  5 13  2 42 1
 13  5 13  3 41 1
 13  5 13  4 40 1
 13  5 13  5 39 1
 13  5 13  6 38 1
 13  5 13  7 37 1
 13  5 13  8 36 1
 13  5 13  9 35 1
 13  5 13 10 34 1
 13  5 13 11 33 1
 13  5 13 12 32 1
 13  5 13 13 31 1
 13  5 13 14 30 1
 13  5 13 15 29 1
 13  5 13 16 28 1
 13  5 13 17 27 1
 13  5 13 18 26 1
 13  5 13 19 25 1
 13  5 13 20 24 1
 13  5 13 21 23 1
 13  5 13 22 22 1
 13  5 14  0 43 1
 13  5 14  1 42 1
 13  5 14  2 41 1
 13  5 14  3 40 1
 13  5 14  4 39 1
 13  5 14  5 38 1
 13  5 14  6 37 1
 13  5 14  7 36 1
 13  5 14  8 35 1
 13  5 14  9 34 1
 13  5 14 10 33 1
 13  5 14 11 32 1
 13  5 14 12 31 1
 13  5 14 13 30 1
 13  5 14 14 29 1
 13  5 14 15 28 1
 13  5 14 16 27 1
 13  5 14 17 26 1
 13  5 14 18 25 1
 13  5 14 19 24 1
 13  5 14 20 23 1
 13  5 14 21 22 1
 13  5 15  0 42 1
 13  5 15  1 41 1
 13  5 15  2 40 1
 13  5 15  3 39 1
 13  5 15  4 38 1
 13  5 15  5 37 1
 13  5 15  6 36 1
 13  5 15  7 35 1
 13  5 15  8 34 1
 13  5 15  9 33 1
 13  5 15 10 32 1
 13  5 15 11 31 1
 13  5 15 12 30 1
 13  5 15 13 29 1
 13  5 15 14 28 1
 13  5 15 15 27 1
 13  5 15 16 26 1
 13  5 15 17 25 1
 13  5 15 18 24 1
 13  5 15 19 23 1
 13  5 15 20 22 1
 13  5 15 21 21 1
 13  5 16  0 41 1
 13  5 16  1 40 1
 13  5 16  2 39 1
 13  5 16  3 38 1
 13  5 16  4 37 1
 13  5 16  5 36 1
 13  5 16  6 35 1
 13  5 16  7 34 1
 13  5 16  8 33 1
 13  5 16  9 32 1
 13  5 16 10 31 1
 13  5 16 11 30 1
 13  5 16 12 29 1
 13  5 16 13 28 1
 13  5 16 14 27 1
 13  5 16 15 26 1
 13  5 16 16 25 1
 13  5 16 17 24 1
 13  5 16 18 23 1
 13  5 16 19 22 1
 13  5 16 20 21 1
 13  5 17  0 40 1
 13  5 17  1 39 1
 13  5 17  2 38 1
 13  5 17  3 37 1
 13  5 17  4 36 1
 13  5 17  5 35 1
 13  5 17  6 34 1
 13  5 17  7 33 1
 13  5 17  8 32 1
 13  5 17  9 31 1
 13  5 17 10 30 1
 13  5 17 11 29 1
 13  5 17 12 28 1
 13  5 17 13 27 1
 13  5 17 14 26 1
 13  5 17 15 25 1
 13  5 17 16 24 1
 13  5 17 17 23 1
 13  5 17 18 22 1
 13  5 17 19 21 1
 13  5 17 20 20 1
 13  5 18  0 39 1
 13  5 18  1 38 1
 13  5 18  2 37 1
 13  5 18  3 36 1
 13  5 18  4 35 1
 13  5 18  5 34 1
 13  5 18  6 33 1
 13  5 18  7 32 1
 13  5 18  8 31 1
 13  5 18  9 30 1
 13  5 18 10 29 1
 13  5 18 11 28 1
 13  5 18 12 27 1
 13  5 18 13 26 1
 13  5 18 14 25 1
 13  5 18 15 24 1
 13  5 18 16 23 1
 13  5 18 17 22 1
 13  5 18 18 21 1
 13  5 18 19 20 1
 13  5 19  0 38 1
 13  5 19  1 37 1
 13  5 19  2 36 1
 13  5 19  3 35 1
 13  5 19  4 34 1
 13  5 19  5 33 1
 13  5 19  6 32 1
 13  5 19  7 31 1
 13  5 19  8 30 1
 13  5 19  9 29 1
 13  5 19 10 28 1
 13  5 19 11 27 1
 13  5 19 12 26 1
 13  5 19 13 25 1
 13  5 19 14 24 1
 13  5 19 15 23 1
 13  5 19 16 22 1
 13  5 19 17 21 1
 13  5 19 18 20 1
 13  5 19 19 19 1
 13  5 20  0 37 1
 13  5 20  1 36 1
 13  5 20  2 35 1
 13  5 20  3 34 1
 13  5 20  4 33 1
 13  5 20  5 32 1
 13  5 20  6 31 1
 13  5 20  7 30 1
 13  5 20  8 29 1
 13  5 20  9 28 1
 13  5 20 10 27 1
 13  5 20 11 26 1
 13  5 20 12 25 1
 13  5 20 13 24 1
 13  5 20 14 23 1
 13  5 20 15 22 1
 13  5 20 16 21 1
 13  5 20 17 20 1
 13  5 21  0 36 1
 13  5 21  1 35 1
 13  5 21  2 34 1
 13  5 21  3 33 1
 13  5 21  4 32 1
 13  5 21  5 31 1
 13  5 21  6 30 1
 13  5 21  7 29 1
 13  5 21  8 28 1
 13  5 21  9 27 1
 13  5 21 10 26 1
 13  5 21 11 25 1
 13  5 21 12 24 1
 13  5 21 13 23 1
 13  5 21 14 22 1
 13  5 21 15 21 1
 13  5 22  0 35 1
 13  5 22  1 34 1
 13  5 22  2 33 1
 13  5 22  3 32 1
 13  5 22  4 31 1
 13  5 22  5 30 1
 13  5 22  6 29 1
 13  5 22  7 28 1
 13  5 22  8 27 1
 13  5 22  9 26 1
 13  5 22 10 25 1
 13  5 22 11 24 1
 13  5 22 12 23 1
 13  5 22 13 22 1
 13  5 23  0 34 1
 13  5 23  1 33 1
 13  5 23  2 32 1
 13  5 23  3 31 1
 13  5 23  4 30 1
 13  5 23  5 29 1
 13  5 23  6 28 1
 13  5 23  7 27 1
 13  5 23  8 26 1
 13  5 23  9 25 1
 13  5 23 10 24 1
 13  5 23 11 23 1
 13  5 24  0 33 1
 13  5 24  1 32 1
 13  5 24  2 31 1
 13  5 24  3 30 1
 13  5 24  4 29 1
 13  5 24  5 28 1
 13  5 24  6 27 1
 13  5 24  7 26 1
 13  5 24  8 25 1
 13  5 24  9 24 1
 13  5 25  0 32 1
 13  5 25  1 31 1
 13  5 25  2 30 1
 13  5 25  3 29 1
 13  5 25  4 28 1
 13  5 25  5 27 1
 13  5 25  6 26 1
 13  5 25  7 25 1
 13  5 26  0 31 1
 13  5 26  1 30 1
 13  5 26  2 29 1
 13  5 26  3 28 1
 13  5 26  4 27 1
 13  5 26  5 26 1
 13  6  7  6 43 1
 13  6  7  7 42 1
 13  6  7  8 41 1
 13  6  7  9 40 1
 13  6  7 10 39 1
 13  6  7 11 38 1
 13  6  7 12 37 1
 13  6  7 13 36 1
 13  6  7 14 35 1
 13  6  7 15 34 1
 13  6  7 16 33 1
 13  6  7 17 32 1
 13  6  7 18 31 1
 13  6  7 19 30 1
 13  6  7 20 29 1
 13  6  7 21 28 1
 13  6  7 22 27 1
 13  6  7 23 26 1
 13  6  7 24 25 1
 13  6  8  5 43 1
 13  6  8  6 42 1
 13  6  8  7 41 1
 13  6  8  8 40 1
 13  6  8  9 39 1
 13  6  8 10 38 1
 13  6  8 11 37 1
 13  6  8 12 36 1
 13  6  8 13 35 1
 13  6  8 14 34 1
 13  6  8 15 33 1
 13  6  8 16 32 1
 13  6  8 17 31 1
 13  6  8 18 30 1
 13  6  8 19 29 1
 13  6  8 20 28 1
 13  6  8 21 27 1
 13  6  8 22 26 1
 13  6  8 23 25 1
 13  6  8 24 24 1
 13  6  9  4 43 1
 13  6  9  5 42 1
 13  6  9  6 41 1
 13  6  9  7 40 1
 13  6  9  8 39 1
 13  6  9  9 38 1
 13  6  9 10 37 1
 13  6  9 11 36 1
 13  6  9 12 35 1
 13  6  9 13 34 1
 13  6  9 14 33 1
 13  6  9 15 32 1
 13  6  9 16 31 1
 13  6  9 17 30 1
 13  6  9 18 29 1
 13  6  9 19 28 1
 13  6  9 20 27 1
 13  6  9 21 26 1
 13  6  9 22 25 1
 13  6  9 23 24 1
 13  6 10  3 43 1
 13  6 10  4 42 1
 13  6 10  5 41 1
 13  6 10  6 40 1
 13  6 10  7 39 1
 13  6 10  8 38 1
 13  6 10  9 37 1
 13  6 10 10 36 1
 13  6 10 11 35 1
 13  6 10 12 34 1
 13  6 10 13 33 1
 13  6 10 14 32 1
 13  6 10 15 31 1
 13  6 10 16 30 1
 13  6 10 17 29 1
 13  6 10 18 28 1
 13  6 10 19 27 1
 13  6 10 20 26 1
 13  6 10 21 25 1
 13  6 10 22 24 1
 13  6 10 23 23 1
 13  6 11  2 43 1
 13  6 11  3 42 1
 13  6 11  4 41 1
 13  6 11  5 40 1
 13  6 11  6 39 1
 13  6 11  7 38 1
 13  6 11  8 37 1
 13  6 11  9 36 1
 13  6 11 10 35 1
 13  6 11 11 34 1
 13  6 11 12 33 1
 13  6 11 13 32 1
 13  6 11 14 31 1
 13  6 11 15 30 1
 13  6 11 16 29 1
 13  6 11 17 28 1
 13  6 11 18 27 1
 13  6 11 19 26 1
 13  6 11 20 25 1
 13  6 11 21 24 1
 13  6 11 22 23 1
 13  6 12  1 43 1
 13  6 12  2 42 1
 13  6 12  3 41 1
 13  6 12  4 40 1
 13  6 12  5 39 1
 13  6 12  6 38 1
 13  6 12  7 37 1
 13  6 12  8 36 1
 13  6 12  9 35 1
 13  6 12 10 34 1
 13  6 12 11 33 1
 13  6 12 12 32 1
 13  6 12 13 31 1
 13  6 12 14 30 1
 13  6 12 15 29 1
 13  6 12 16 28 1
 13  6 12 17 27 1
 13  6 12 18 26 1
 13  6 12 19 25 1
 13  6 12 20 24 1
 13  6 12 21 23 1
 13  6 12 22 22 1
 13  6 13  0 43 1
 13  6 13  1 42 1
 13  6 13  2 41 1
 13  6 13  3 40 1
 13  6 13  4 39 1
 13  6 13  5 38 1
 13  6 13  6 37 1
 13  6 13  7 36 1
 13  6 13  8 35 1
 13  6 13  9 34 1
 13  6 13 10 33 1
 13  6 13 11 32 1
 13  6 13 12 31 1
 13  6 13 13 30 1
 13  6 13 14 29 1
 13  6 13 15 28 1
 13  6 13 16 27 1
 13  6 13 17 26 1
 13  6 13 18 25 1
 13  6 13 19 24 1
 13  6 13 20 23 1
 13  6 13 21 22 1
 13  6 14  0 42 1
 13  6 14  1 41 1
 13  6 14  2 40 1
 13  6 14  3 39 1
 13  6 14  4 38 1
 13  6 14  5 37 1
 13  6 14  6 36 1
 13  6 14  7 35 1
 13  6 14  8 34 1
 13  6 14  9 33 1
 13  6 14 10 32 1
 13  6 14 11 31 1
 13  6 14 12 30 1
 13  6 14 13 29 1
 13  6 14 14 28 1
 13  6 14 15 27 1
 13  6 14 16 26 1
 13  6 14 17 25 1
 13  6 14 18 24 1
 13  6 14 19 23 1
 13  6 14 20 22 1
 13  6 14 21 21 1
 13  6 15  0 41 1
 13  6 15  1 40 1
