1405 lattice points in polytope (module generators)
0 Hilbert basis elements of recession monoid
6 vertices of polyhedron
0 extreme rays of recession cone
 19  9 13 13 21 1
 19  9 13 14 20 1
 19  9 13 15 19 1
 19  9 14  5 28 1
 19  9 14  6 27 1
 19  9 14  7 26 1
 19  9 14  8 25 1
 19  9 14  9 24 1
 19  9 14 10 23 1
 19  9 14 11 22 1
 19  9 14 12 21 1
 19  9 14 13 20 1
 19  9 14 14 19 1
 19  9 15  4 28 1
 19  9 15  5 27 1
 19  9 15  6 26 1
 19  9 15  7 25 1
 19  9 15  8 24 1
 19  9 15  9 23 1
 19  9 15 10 22 1
 19  9 15 11 21 1
 19  9 15 12 20 1
 19  9 15 13 19 1
 19  9 16  3 28 1
 19  9 16  4 27 1
 19  9 16  5 26 1
 19  9 16  6 25 1
 19  9 16  7 24 1
 19  9 16  8 23 1
 19  9 16  9 22 1
 19  9 16 10 21 1
 19  9 16 11 20 1
 19  9 16 12 19 1
 19  9 17  2 28 1
 19  9 17  3 27 1
 19  9 17  4 26 1
 19  9 17  5 25 1
 19  9 17  6 24 1
 19  9 17  7 23 1
 19  9 17  8 22 1
 19  9 17  9 21 1
 19  9 17 10 20 1
 19  9 17 11 19 1
 19  9 18  1 28 1
 19  9 18  2 27 1
 19  9 18  3 26 1
 19  9 18  4 25 1
 19  9 18  5 24 1
 19  9 18  6 23 1
 19  9 18  7 22 1
 19  9 18  8 21 1
 19  9 18  9 20 1
 19  9 18 10 19 1
 19  9 19  0 28 1
 19  9 19  1 27 1
 19  9 19  2 26 1
 19  9 19  3 25 1
 19  9 19  4 24 1
 19  9 19  5 23 1
 19  9 19  6 22 1
 19  9 19  7 21 1
 19  9 19  8 20 1
 19  9 19  9 19 1
 19 10  9 10 27 1
 19 10  9 11 26 1
 19 10  9 12 25 1
 19 10  9 13 24 1
 19 10  9 14 23 1
 19 10  9 15 22 1
 19 10  9 16 21 1
 19 10  9 17 20 1
 19 10  9 18 19 1
 19 10 10  9 27 1
 19 10 10 10 26 1
 19 10 10 11 25 1
 19 10 10 12 24 1
 19 10 10 13 23 1
 19 10 10 14 22 1
 19 10 10 15 21 1
 19 10 10 16 20 1
 19 10 10 17 19 1
 19 10 11  8 27 1
 19 10 11  9 26 1
 19 10 11 10 25 1
 19 10 11 11 24 1
 19 10 11 12 23 1
 19 10 11 13 22 1
 19 10 11 14 21 1
 19 10 11 15 20 1
 19 10 11 16 19 1
 19 10 12  7 27 1
 19 10 12  8 26 1
 19 10 12  9 25 1
 19 10 12 10 24 1
 19 10 12 11 23 1
 19 10 12 12 22 1
 19 10 12 13 21 1
 19 10 12 14 20 1
 19 10 12 15 19 1
 19 10 13  6 27 1
 19 10 13  7 26 1
 19 10 13  8 25 1
 19 10 13  9 24 1
 19 10 13 10 23 1
 19 10 13 11 22 1
 19 10 13 12 21 1
 19 10 13 13 20 1
 19 10 13 14 19 1
 19 10 14  5 27 1
 19 10 14  6 26 1
 19 10 14  7 25 1
 19 10 14  8 24 1
 19 10 14  9 23 1
 19 10 14 10 22 1
 19 10 14 11 21 1
 19 10 14 12 20 1
 19 10 14 13 19 1
 19 10 15  4 27 1
 19 10 15  5 26 1
 19 10 15  6 25 1
 19 10 15  7 24 1
 19 10 15  8 23 1
 19 10 15  9 22 1
 19 10 15 10 21 1
 19 10 15 11 20 1
 19 10 15 12 19 1
 19 10 16  3 27 1
 19 10 16  4 26 1
 19 10 16  5 25 1
 19 10 16  6 24 1
 19 10 16  7 23 1
 19 10 16  8 22 1
 19 10 16  9 21 1
 19 10 16 10 20 1
 19 10 16 11 19 1
 19 10 17  2 27 1
 19 10 17  3 26 1
 19 10 17  4 25 1
 19 10 17  5 24 1
 19 10 17  6 23 1
 19 10 17  7 22 1
 19 10 17  8 21 1
 19 10 17  9 20 1
 19 10 17 10 19 1
 19 11  8 11 26 1
 19 11  8 12 25 1
 19 11  8 13 24 1
 19 11  8 14 23 1
 19 11  8 15 22 1
 19 11  8 16 21 1
 19 11  8 17 20 1
 19 11  8 18 19 1
 19 11  9 10 26 1
 19 11  9 11 25 1
 19 11  9 12 24 1
 19 11  9 13 23 1
 19 11  9 14 22 1
 19 11  9 15 21 1
 19 11  9 16 20 1
 19 11  9 17 19 1
 19 11 10  9 26 1
 19 11 10 10 25 1
 19 11 10 11 24 1
 19 11 10 12 23 1
 19 11 10 13 22 1
 19 11 10 14 21 1
 19 11 10 15 20 1
 19 11 10 16 19 1
 19 11 11  8 26 1
 19 11 11  9 25 1
 19 11 11 10 24 1
 19 11 11 11 23 1
 19 11 11 12 22 1
 19 11 11 13 21 1
 19 11 11 14 20 1
 19 11 11 15 19 1
 19 11 12  7 26 1
 19 11 12  8 25 1
 19 11 12  9 24 1
 19 11 12 10 23 1
 19 11 12 11 22 1
 19 11 12 12 21 1
 19 11 12 13 20 1
 19 11 12 14 19 1
 19 11 13  6 26 1
 19 11 13  7 25 1
 19 11 13  8 24 1
 19 11 13  9 23 1
 19 11 13 10 22 1
 19 11 13 11 21 1
 19 11 13 12 20 1
 19 11 13 13 19 1
 19 11 14  5 26 1
 19 11 14  6 25 1
 19 11 14  7 24 1
 19 11 14  8 23 1
 19 11 14  9 22 1
 19 11 14 10 21 1
 19 11 14 11 20 1
 19 11 14 12 19 1
 19 11 15  4 26 1
 19 11 15  5 25 1
 19 11 15  6 24 1
 19 11 15  7 23 1
 19 11 15  8 22 1
 19 11 15  9 21 1
 19 11 15 10 20 1
 19 11 15 11 19 1
 19 12  7 12 25 1
 19 12  7 13 24 1
 19 12  7 14 23 1
 19 12  7 15 22 1
 19 12  7 16 21 1
 19 12  7 17 20 1
 19 12  7 18 19 1
 19 12  8 11 25 1
 19 12  8 12 24 1
 19 12  8 13 23 1
 19 12  8 14 22 1
 19 12  8 15 21 1
 19 12  8 16 20 1
 19 12  8 17 19 1
 19 12  9 10 25 1
 19 12  9 11 24 1
 19 12  9 12 23 1
 19 12  9 13 22 1
 19 12  9 14 21 1
 19 12  9 15 20 1
 19 12  9 16 19 1
 19 12 10  9 25 1
 19 12 10 10 24 1
 19 12 10 11 23 1
 19 12 10 12 22 1
 19 12 10 13 21 1
 19 12 10 14 20 1
 19 12 10 15 19 1
 19 12 11  8 25 1
 19 12 11  9 24 1
 19 12 11 10 23 1
 19 12 11 11 22 1
 19 12 11 12 21 1
 19 12 11 13 20 1
 19 12 11 14 19 1
 19 12 12  7 25 1
 19 12 12  8 24 1
 19 12 12  9 23 1
 19 12 12 10 22 1
 19 12 12 11 21 1
 19 12 12 12 20 1
 19 12 12 13 19 1
 19 12 13  6 25 1
 19 12 13  7 24 1
 19 12 13  8 23 1
 19 12 13  9 22 1
 19 12 13 10 21 1
 19 12 13 11 20 1
 19 12 13 12 19 1
 19 13  6 13 24 1
 19 13  6 14 23 1
 19 13  6 15 22 1
 19 13  6 16 21 1
 19 13  6 17 20 1
 19 13  6 18 19 1
 19 13  7 12 24 1
 19 13  7 13 23 1
 19 13  7 14 22 1
 19 13  7 15 21 1
 19 13  7 16 20 1
 19 13  7 17 19 1
 19 13  8 11 24 1
 19 13  8 12 23 1
 19 13  8 13 22 1
 19 13  8 14 21 1
 19 13  8 15 20 1
 19 13  8 16 19 1
 19 13  9 10 24 1
 19 13  9 11 23 1
 19 13  9 12 22 1
 19 13  9 13 21 1
 19 13  9 14 20 1
 19 13  9 15 19 1
 19 13 10  9 24 1
 19 13 10 10 23 1
 19 13 10 11 22 1
 19 13 10 12 21 1
 19 13 10 13 20 1
 19 13 10 14 19 1
 19 13 11  8 24 1
 19 13 11  9 23 1
 19 13 11 10 22 1
 19 13 11 11 21 1
 19 13 11 12 20 1
 19 13 11 13 19 1
 19 14  5 14 23 1
 19 14  5 15 22 1
 19 14  5 16 21 1
 19 14  5 17 20 1
 19 14  5 18 19 1
 19 14  6 13 23 1
 19 14  6 14 22 1
 19 14  6 15 21 1
 19 14  6 16 20 1
 19 14  6 17 19 1
 19 14  7 12 23 1
 19 14  7 13 22 1
 19 14  7 14 21 1
 19 14  7 15 20 1
 19 14  7 16 19 1
 19 14  8 11 23 1
 19 14  8 12 22 1
 19 14  8 13 21 1
 19 14  8 14 20 1
 19 14  8 15 19 1
 19 14  9 10 23 1
 19 14  9 11 22 1
 19 14  9 12 21 1
 19 14  9 13 20 1
 19 14  9 14 19 1
 19 15  4 15 22 1
 19 15  4 16 21 1
 19 15  4 17 20 1
 19 15  4 18 19 1
 19 15  5 14 22 1
 19 15  5 15 21 1
 19 15  5 16 20 1
 19 15  5 17 19 1
 19 15  6 13 22 1
 19 15  6 14 21 1
 19 15  6 15 20 1
 19 15  6 16 19 1
 19 15  7 12 22 1
 19 15  7 13 21 1
 19 15  7 14 20 1
 19 15  7 15 19 1
 19 16  3 16 21 1
 19 16  3 17 20 1
 19 16  3 18 19 1
 19 16  4 15 21 1
 19 16  4 16 20 1
 19 16  4 17 19 1
 19 16  5 14 21 1
 19 16  5 15 20 1
 19 16  5 16 19 1
 19 17  2 17 20 1
 19 17  2 18 19 1
 19 17  3 16 20 1
 19 17  3 17 19 1
 19 18  1 18 19 1

0 Hilbert basis elements of recession monoid:

6 vertices of polyhedron:
 19  0 19  0 37 1
 19  0 19 18 19 1
 19  0 28  0 28 1
 19  9 19  0 28 1
 19  9 19  9 19 1
 19 18  1 18 19 1

0 extreme rays of recession cone:

8 support hyperplanes of polyhedron (homogenized):
 -1   0   1   1 0 0
 -1   1   1   0 0 0
  0   0   0   1 0 0
  0   1   0   0 0 0
 28 -19 -19   0 0 0
 37 -38 -19   0 0 0
 37 -19 -19 -19 0 0
 56 -19 -38 -19 0 0

2 equations:
 1 0 0 0 0 -19
 0 1 1 1 1 -56

4 basis elements of generated  lattice:
 19 0 0 0 56 1
  0 1 0 0 -1 0
  0 0 1 0 -1 0
  0 0 0 1 -1 0

